Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
10/02/2020,On the Rocks,Novelist Laura thinks her businessman husband Dean is cheating on her. She confides her doubts to her flirty art dealer father Felix. He investigates.,Sofia Coppola,"Bill Murray,
Rashida Jones,
Marlon Wayans",Phoenix,
10/06/2020,Black Box,"When he loses his wife and his memory in a car crash, single father Nolan undergoes a treatment that brings a neurologist's son's mind to his body.",Emmanuel Osei-Kuffour Jr.,"Mamoudou Athie,
Phylicia Rashad,
Amanda Christine",Brandon Roberts,
10/06/2020,The Lie,"Divorced father Jay drives his daughter Kayla to a ballet retreat. On the journey, they pick up Britney, who disappears. Kayla's parents suspect a crime.",Veena Sud,"Mireille Enos,
Peter Sarsgaard,
Joey King",Tamar-kali,
10/07/2020,Books of Blood,Jenna stays at an old couple's bed and breakfast. Mary talks to her dead son using psychic Simon. Bennett seeks a rare tome worth a million dollars.,Brannon Braga,"Britt Robertson,
Anna Friel,
Rafi Gavron","Joel J. Richard,
Tyler Bates",
10/07/2020,Hubie Halloween,"In Salem during Halloween, deli employee Hubie monitors the city when people who bullied him are kidnapped. He reconnects with a sergeant's wife.",Steven Brill,"Adam Sandler,
Kevin James,
Julie Bowen",Rupert Gregson-Williams,
10/08/2020,Charm City Kings,"In Baltimore, 14-year-old Mouse wants to join the Midnight Clique motorbike gang. He starts to ditch his animal hospital job for biker Blax's auto shop.",Angel Manuel Soto,"Jahi Di'Allo Winston,
Meek Mill,
Will Catlett",Alex Somers,
10/08/2020,The Craft: Legacy,"Lily, who has telekinesis, joins high school friends Frankie, Tabby, and Lourdes in their exploration of witchcraft. A school bully's death shakes them.",Zoe Lister-Jones,"Cailee Spaeny,
Gideon Adlon,
Lovie Simone",Heather Christian,The Craft 2
10/09/2020,The War with Grandpa,"Upset that he has to share his bedroom with his grandfather, Peter declares a prank war to get it back. Their plans slowly escalate in their chaos.",Tim Hill,"Robert De Niro,
Oakes Fegley,
Uma Thurman",Aaron Zigman,
10/13/2020,Evil Eye,"In New Orleans, Pallavi starts a relationship with Sandeep. Her mother Usha soon believes he is a reincarnation of a man who attempted to kill her.","Elan Dassani,
Rajeev Dassani","Sarita Choudhury,
Sunita Mani,
Omar Maskati",Ronit Kirchman,
10/13/2020,Nocturne,Juliet and Vivian are twin pianists in their last year at Lindberg Academy. Juliet reads from dead girl Moira's theory notebook. Her luck then improves.,Zu Quirke,"Sydney Sweeney,
Madison Iseman,
Jacques Colimon",Gazelle Twin,
10/15/2020,A Babysitter's Guide to Monster Hunting,"Babysitter Kelly embarks on a mission to rescue a child abducted by the Boogeyman on Halloween. She is helped by Liz, a member of a larger order.",Rachel Talalay,"Tamara Smart,
Oona Laurence,
Tom Felton",Matthew Margeson,
10/16/2020,Bad Hair,"In 1989, assistant Anna gets a weave to succeed at the Culture music television channel. Her new hair has a mind, possesses her, and drains blood.",Justin Simien,"Elle Lorraine,
Vanessa Williams,
Jay Pharoah",Kris Bowers,
10/16/2020,Clouds,"In 2012, musician Zach learns his growing cancer is terminal. His friend Sammy shares their music on YouTube. He begins a relationship with Amy.",Justin Baldoni,"Fin Argus,
Sabrina Carpenter,
Madison Iseman",Brian Tyler,
10/16/2020,Honest Thief,"In Boston, wanting to lead an honest life after he falls in love, a notorious bank robber turns himself in, only to be double-crossed by two FBI agents.",Mark Williams,"Liam Neeson,
Kate Walsh,
Jai Courtney",Mark Isham,
10/16/2020,Love and Monsters,"After monsters have killed most humans, kitchen worker Joel leaves his bunker to reunite with his girlfriend Aimee. Survivors Clyde and Minnow aid.",Michael Matthews,"Dylan O'Brien,
Jessica Henwick,
Dan Ewing","Marco Beltrami,
Marcus Trumpp",
10/16/2020,Rebecca,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding the intimidation of his first spouse's ghostly presence.,Ben Wheatley,"Lily James,
Armie Hammer,
Kristin Scott Thomas",Clint Mansell,
10/22/2020,The Witches,"In 1968, a young boy and his grandmother clash with a coven of witches and their leader, who plan to give all children a potion to turn them into mice.",Robert Zemeckis,"Anne Hathaway,
Octavia Spencer,
Stanley Tucci",Alan Silvestri,
10/23/2020,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,Kazakh journalist Borat offers his daughter Tutar as a bride to U.S. vice president Mike during the COVID-19 pandemic and a presidential election.,Jason Woliner,"Sacha Baron Cohen,
Maria Bakalova,
Dani Popescu",Erran Baron Cohen,Borat 2
10/23/2020,Over the Moon,"To prove her mother right, Fei Fei builds a rocket to the Moon to meet moon goddess Chang'e. Her stepbrother Chin and rabbit Bungee join her trip.",Glen Keane,"Cathy Ang,
Phillipa Soo,
Ken Jeong",Steven Price,
10/23/2020,Synchronic,Two New Orleans paramedics encounter a series of horrific deaths linked to a new designer drug that alters the pineal gland's perception of time.,"Justin Benson,
Aaron Moorhead","Anthony Mackie,
Jamie Dornan,
Ally Ioannides",Jimmy LaValle,
10/23/2020,The Empty Man,"In 2018 Missouri, ex-detective James looks for his friend Nora's daughter Amanda. He discovers a cult that follows an entity that wants a new vessel.",David Prior,"James Badge Dale,
Marin Ireland,
Stephen Root","Christopher Young,
Lustmord",
10/28/2020,Holidate,"In Illinois after Christmas, Sloane and Australian golfer Jackson decide to be dates for each other on holidays. They gradually develop real feelings.",John Whitesell,"Emma Roberts,
Luke Bracey,
Andrew Bachelor",Dan the Automator,
10/30/2020,His House,South Sudan refugees Bol and Rial escape with probational asylum in Britain. They work to adjust to a shabby house and see visions of a daughter.,Remi Weekes,"Wunmi Mosaku,
Sope Dirisu,
Matt Smith",Roque Baños,
11/06/2020,Let Him Go,"In 1964 Montana, a retired sheriff and his wife, grieving over the death of their son, set out to find their only grandson with his abusive stepfather.",Thomas Bezucha,"Diane Lane,
Kevin Costner,
Lesley Manville",Michael Giacchino,
11/11/2020,Hillbilly Elegy,Yale law student J.D. returns to his family in Ohio after an emergency. He recalls his youth in 1997 with his unstable mother and caring grandmother.,Ron Howard,"Gabriel Basso,
Amy Adams,
Glenn Close","Hans Zimmer,
David Fleming",
11/13/2020,Freaky,"After swapping bodies with a serial killer butcher, a bullied high school girl learns she has less than 24 hours before the change becomes permanent.",Christopher Landon,"Vince Vaughn,
Kathryn Newton,
Katie Finneran",Bear McCreary,
11/13/2020,Jingle Jangle: A Christmas Journey,"30 years after his apprentice betrayed him, failing toy maker Jeronicus finds hope when Journey, his granddaughter, arrives and saves a Buddy robot.",David E. Talbert,"Forest Whitaker,
Madalen Mills,
Keegan-Michael Key",John Debney,
11/13/2020,Mank,"In 1940, alcoholic writer Herman J. Mankiewicz finishes Citizen Kane's screenplay as he recalls working for MGM and talking to Marion Davies.",David Fincher,"Gary Oldman,
Amanda Seyfried,
Lily Collins","Trent Reznor,
Atticus Ross",
11/13/2020,Wolfwalkers,"In 1650 Ireland, hunter Robyn and her father plan to wipe out a wolf pack. She meets Mebh, who is a wolf when she sleeps and looks for her mother.","Tomm Moore,
Ross Stewart","Honor Kneafsey,
Eva Whittaker,
Sean Bean","Bruno Coulais,
Kíla",
11/19/2020,The Princess Switch: Switched Again,"Margaret inherits the throne to Montenaro. As her Christmas coronation approaches, she and Stacy switch places for Kevin. Evil cousin Fiona arrives.",Mike Rohl,"Vanessa Hudgens,
Sam Palladio,
Nick Sagar",Alan Lazar,The Princess Switch 2
11/20/2020,Run,"In Pasco, disabled homeschooled teenager Chloe learns her mother, who gave birth prematurely, is disguising her medications and numbing her legs.",Aneesh Chaganty,"Sarah Paulson,
Kiera Allen,
Pat Healy",Torin Borrowdale,
11/20/2020,Sound of Metal,A metal drummer and his girlfriend's lives change drastically when he begins to lose his hearing. He joins a rural shelter for deaf recovering addicts.,Darius Marder,"Riz Ahmed,
Olivia Cooke,
Paul Raci","Abraham Marder,
Nicolas Becker",
11/22/2020,Dolly Parton's Christmas on the Square,Embittered scrooge Regina returns to small town Fullerville and plans to evict the residents and sell land to a mall developer. An angel changes her.,Debbie Allen,"Dolly Parton,
Christine Baranski,
Jenifer Lewis",Dolly Parton,
11/25/2020,Happiest Season,Harper struggles to come out to her conservative parents when she and girlfriend Abby visit during Christmas. Her two sisters hide their own secrets.,Clea DuVall,"Kristen Stewart,
Mackenzie Davis,
Alison Brie",Amie Doherty,
11/25/2020,Ma Rainey's Black Bottom,"During a recording session, tensions rise between a blues singer, her ambitious trumpet player, and the white management determined to control her.",George C. Wolfe,"Chadwick Boseman,
Viola Davis,
Glynn Turman",Branford Marsalis,
11/25/2020,The Christmas Chronicles 2,13-year-old Kate is unhappy spending Christmas in Cancún with her mother's boyfriend's son Jack. They help Santa handle nefarious elf Belsnickel.,Chris Columbus,"Kurt Russell,
Goldie Hawn,
Darby Camp",Christophe Beck,
11/25/2020,The Croods: A New Age,"The prehistoric Croods are challenged by a rival family the Bettermans, who claim to be better and more evolved. Eep wants to move away with Guy.",Joel Crawford,"Nicolas Cage,
Emma Stone,
Ryan Reynolds",Mark Mothersbaugh,The Croods 2
11/25/2020,Uncle Frank,"In 1973, secretly gay professor Frank, lover Wally, and his 18-year-old niece Beth go from New York City to Creekville for his heartless father's funeral.",Alan Ball,"Paul Bettany,
Sophia Lillis,
Peter Macdissi",Nathan Barr,
11/26/2020,Superintelligence,An autonomous artificial intelligence chooses to study unemployed Carol before ending humanity. It helps her reconnect with ex-boyfriend George.,Ben Falcone,"Melissa McCarthy,
James Corden,
Bobby Cannavale",Fil Eisler,
11/27/2020,Black Beauty,"A wild mustang is brought to Birtwick Park, where she forms a bond with spirited teenager Jo. While she is sold to many owners, Jo searches for her.",Ashley Avis,"Mackenzie Foy,
Kate Winslet,
Claire Forlani",Guillaume Roussel,
12/04/2020,Godmothered,"In Boston, unskilled fairy godmother Eleanor aids 40-year-old single mother of two Mackenzie, who works at a television station. She needs true love.",Sharon Maguire,"Jillian Bell,
Isla Fisher,
Jane Curtin",Rachel Portman,
12/04/2020,Nomadland,"A recent widow in her sixties, after losing her job in the Great Recession, embarks on a journey through the West, living as a modern-day nomad.",Chloé Zhao,"Frances McDormand,
David Strathairn,
Linda May",Ludovico Einaudi,
12/04/2020,The Prom,"In Edgewater, the PTA does not let lesbian Emma attend a dance. Broadway actors Dee Dee, Barry, Trent, and Angie arrive to gather support for her.",Ryan Murphy,"Meryl Streep,
James Corden,
Nicole Kidman","Matthew Sklar,
David Klotz",
12/10/2020,Let Them All Talk,"Author Alice starts a transatlantic crossing on the Queen Mary 2 with her nephew Tyler and college friends Roberta and Susan, who inspired her text.",Steven Soderbergh,"Meryl Streep,
Candice Bergen,
Gemma Chan",Thomas Newman,
12/11/2020,Minari,"In 1983, a Korean immigrant family moves to their new plot of land in rural Arkansas, where Jacob hopes to grow Korean produce to sell to vendors.",Lee Isaac Chung,"Steven Yeun,
Han Ye-ri,
Alan Kim",Emile Mosseri,
12/11/2020,Safety,"In 2000s South Carolina, Clemson freshman Ray raises his brother on campus after his mother fails to. The NCAA investigates some football benefits.",Reginald Hudlin,"Jay Reeves,
Thaddeus J. Mixson,
Corinne Foxx",Marcus Miller,
12/11/2020,The Midnight Sky,"In 2049, a lonely scientist in the Arctic who finds a young girl races to stop pregnant Sully and her astronaut team from returning to a deadly Earth.",George Clooney,"George Clooney,
Felicity Jones,
David Oyelowo",Alexandre Desplat,
12/18/2020,Greenland,"A structural engineer, his estranged wife, and his diabetic son fight to survive after they are chosen for emergency sheltering as a comet races closer.",Ric Roman Waugh,"Gerard Butler,
Morena Baccarin,
Roger Dale Floyd",David Buckley,
12/18/2020,Monster Hunter,"When Lt. Artemis and her soldiers are transported to a new world, they engage in a desperate battle for survival against large monsters with powers.",Paul W. S. Anderson,"Milla Jovovich,
Tony Jaa,
Ron Perlman",Paul Haslinger,
12/23/2020,Sylvie's Love,"In 1957 Harlem, at Sylvie's father's record store, she sees aspiring saxophonist Robert. Their love persists despite career changes and geography.",Eugene Ashe,"Tessa Thompson,
Nnamdi Asomugha,
Ryan Michelle Bathe",Fabrice Lecomte,
12/25/2020,News of the World,"In 1860, a Civil War veteran who reads the news to towns agrees to deliver a girl, taken by a group of Kiowa, to her aunt and uncle against her will.",Paul Greengrass,"Tom Hanks,
Helena Zengel,
Michael Covino",James Newton Howard,
12/25/2020,One Night in Miami...,"In 1964, to celebrate a title win, Muhammad Ali, Malcolm X, Jim Brown, and Sam Cooke discuss responsiblity in a room at the Hampton House.",Regina King,"Kingsley Ben-Adir,
Aldis Hodge,
Leslie Odom Jr.",Terence Blanchard,
12/25/2020,Promising Young Woman,"A 30-year-old woman, traumatized by her friend's rape and suicide, seeks revenge against those who cross her by leading a vigilante life at night.",Emerald Fennell,"Carey Mulligan,
Bo Burnham,
Alison Brie",Anthony Willis,
12/25/2020,Soul,"After landing a gig, a band teacher and New York jazz pianist finds himself trapped in a realm for finding passions between Earth and the afterlife.",Pete Docter,"Jamie Foxx,
Tina Fey,
Graham Norton","Trent Reznor,
Atticus Ross,
Jon Batiste",
12/25/2020,We Can Be Heroes,"When alien invaders kidnap Earth's superheroes, their kids are protected in a safe house. Marcus' daughter Missy leads all the children in a rescue.",Robert Rodriguez,"YaYa Gosselin,
Lyon Daniels,
Andy Walken",Rebel Rodriguez,
12/25/2020,Wonder Woman 1984,Diana faces a businessman whose greed sends the world down a path of destruction after an ancient artifact that grants wishes goes missing.,Patty Jenkins,"Gal Gadot,
Chris Pine,
Kristen Wiig",Hans Zimmer,Wonder Woman 2
12/30/2020,Pieces of a Woman,"After Martha's traumatic childbirth and baby loss, she begins a court case against midwife Eva, who is blamed by her mother. Husband Sean mourns.",Kornél Mundruczó,"Vanessa Kirby,
Shia LaBeouf,
Molly Parker",Howard Shore,
01/14/2021,Locked Down,"In London, disgruntled couple Paxton and Linda agree to take a £3 million diamond for themselves and disguise one during the COVID-19 pandemic.",Doug Liman,"Anne Hathaway,
Chiwetel Ejiofor,
Stephen Merchant",John Powell,
01/15/2021,Outside the Wire,"In 2036 Ukraine, secret android officer Leo works with drone pilot Harp to stop terrorist Koval from winning control of a nuclear missile silo network.",Mikael Håfström,"Anthony Mackie,
Damson Idris,
Emily Beecham",Lorne Balfe,
01/15/2021,The Dig,"In 1939 Suffolk, landowner Edith hires self-taught archaeologist-excavator Basil to explore the large burial mounds at her rural estate in Sutton Hoo.",Simon Stone,"Carey Mulligan,
Ralph Fiennes,
Lily James",Stefan Gregory,
01/15/2021,The Ultimate Playlist of Noise,"Before undergoing surgery for a brain tumor that will render him deaf, high school senior Marcus embarks on trip to record a playlist of 50 sounds.",Bennett Lasseter,"Keean Johnson,
Madeline Brewer,
Rya Kihlstedt",Erick Schroder,
01/29/2021,Malcolm & Marie,A writer-director and his girlfriend's relationship is tested after they return from his film premiere but he did not thank her though she inspired the film.,Sam Levinson,"Zendaya,
John David Washington",Labrinth,
01/29/2021,Palmer,"After 12 years in prison, Eddie moves in with his grandmother Vivian. He watches over flamboyant Sam, the son of her drug addict neighbor Shelly.",Fisher Stevens,"Justin Timberlake,
Ryder Allen,
Alisha Wainwright",Tamar-kali,
01/29/2021,The Little Things,"In 1990 Los Angeles, two detectives investigate a string of stabbings of sex workers, which lead the two to an unusual loner who might be the culprit.",John Lee Hancock,"Denzel Washington,
Rami Malek,
Jared Leto",Thomas Newman,
02/05/2021,Bliss,"Divorced Greg suffers a psychotic break when he is fired. He meets homeless Isabel, who teaches him telekinesis. She says they are in a simulation.",Mike Cahill,"Owen Wilson,
Salma Hayek,
Nesta Cooper",Will Bates,
02/12/2021,Judas and the Black Messiah,"In 1968, presented a plea deal by the FBI, William infiltrates the Illinois chapter of the Black Panther Party to gather intelligence on its chairman Fred.",Shaka King,"Daniel Kaluuya,
Lakeith Stanfield,
Jesse Plemons","Mark Isham,
Craig Harris",
02/12/2021,The Map of Tiny Perfect Things,Teenagers Mark and Margaret are both stuck in a time loop. They record moments of perfect beauty and figure out how to escape. Margaret hesitates.,Ian Samuels,"Kathryn Newton,
Kyle Allen,
Jermaine Harris",Tom Bromley,
02/12/2021,To All the Boys: Always and Forever,"After a trip to Korea, Lara Jean ponders how she never had a meet-cute with Peter. She is rejected from Stanford then chooses NYU over Berkeley.",Michael Fimognari,"Lana Condor,
Noah Centineo,
Janel Parrish",Joe Wong,To All the Boys 3
02/19/2021,Flora & Ulysses,"In Vancouver, 10-year-old Flora rescues a squirrel and discovers it has superhero powers. An animal control expert chases him, thinking he has rabies.",Lena Khan,"Matilda Lawler,
Alyson Hannigan,
Ben Schwartz",Jake Monaco,
02/26/2021,Cherry,"A college student falls in love with Emily. After two years in the Army, PTSD leads to an addiction to OxyContin and eventually heroin. He robs banks.","Anthony Russo,
Joe Russo","Tom Holland,
Ciara Bravo,
Jack Reynor",Henry Jackman,
02/26/2021,The Father,"Having just scared off his caregiver, a Londoner slowly succumbing to dementia feels abandoned when his daughter announces her move to Paris.",Florian Zeller,"Anthony Hopkins,
Olivia Colman,
Rufus Sewell",Ludovico Einaudi,
02/26/2021,The United States vs. Billie Holiday,"In 1947, the FBI begins to target Billie Holiday as her ""Strange Fruit"" song becomes popular. Agent Jimmy starts an affair and betrays her with drugs.",Lee Daniels,"Andra Day,
Trevante Rhodes,
Garrett Hedlund",Kris Bowers,
02/26/2021,Tom & Jerry,"In Manhattan, a chaotic battle ensues between a mouse who has taken refuge in a hotel and a cat hired to drive him away before a special wedding.",Tim Story,"Chloë Grace Moretz,
Michael Peña,
Colin Jost",Christopher Lennertz,
03/03/2021,Moxie,"Inspired by her mother's rebellious past and Lucy, 16-year-old Vivan publishes an anonymous zine that calls out the sexism at Rockport High School.",Amy Poehler,"Hadley Robinson,
Alycia Pascual-Peña,
Lauren Tsai",Mac McCaughan,
03/04/2021,Coming 2 America,Akeem learns he has a long-lost son in the U.S. and must retrieve him because he needs a male successor even though he has a ready daughter.,Craig Brewer,"Eddie Murphy,
Arsenio Hall,
Jermaine Fowler",Jermaine Stegall,Coming to America 2
03/05/2021,Boss Level,"In Atlanta, retired special forces soldier Roy tries to escape a time loop created by Dynow Labs. He reconnects with his son Joe and his wife Jemma.",Joe Carnahan,"Frank Grillo,
Mel Gibson,
Naomi Watts",Clinton Shorter,
03/05/2021,Chaos Walking,"In 2258, on New World, Todd and other men have the Noise affliction. Viola arrives from a spaceship crash. They escape Prentisstown for Farbranch.",Doug Liman,"Daisy Ridley,
Tom Holland,
Mads Mikkelsen","Marco Beltrami,
Brandon Roberts",
03/05/2021,Raya and the Last Dragon,"A warrior princess searches for the fabled dragon Sisu, hoping to restore the dragon gem that can banish the powerful Druun spirits from Kumandra.","Don Hall,
Carlos López Estrada","Kelly Marie Tran,
Awkwafina,
Gemma Chan",James Newton Howard,
03/12/2021,Yes Day,"With the advice of Mr. Deacon, Allison and Carlos agree to a 24-hour period where they cannot say no to their three children Katie, Nando, and Ellie.",Miguel Arteta,"Jennifer Garner,
Édgar Ramírez,
Jenna Ortega",Michael Andrews,
03/18/2021,Zack Snyder's Justice League,Batman and Wonder Woman recruit three heroes after Superman's sacrifice to save the world from alien Steppenwolf and his horde of Parademons.,Zack Snyder,"Ben Affleck,
Henry Cavill,
Gal Gadot",Tom Holkenborg,
03/26/2021,Bad Trip,"Chris sees his school crush Maria and follows her to an art gallery in New York with his close friend Bud, driving the car of Bud's criminal sister Trina.",Kitao Sakurai,"Eric André,
Lil Rel Howery,
Tiffany Haddish","Joseph Shirley,
Ludwig Göransson",
03/26/2021,Nobody,A bored father bystander and reformed assassin intervenes to help a woman being harassed by a group of men. He is soon targeted by a drug lord.,Ilya Naishuller,"Bob Odenkirk,
Connie Nielsen,
RZA",David Buckley,
03/31/2021,Godzilla vs. Kong,Kong clashes with Godzilla as humans bring the ape into the Hollow Earth to attain a power source for a weapon to stop Godzilla's fiery rampages.,Adam Wingard,"Alexander Skarsgård,
Millie Bobby Brown,
Rebecca Hall",Tom Holkenborg,
04/02/2021,Concrete Cowboy,Teenage Cole is left by his mother in Philadelphia with his estranged father Harp. Cole learns how to ride horse Boo and meets a group of cowboys.,Ricky Staub,"Idris Elba,
Caleb McLaughlin,
Jharrel Jerome",Kevin Matley,
04/02/2021,The Unholy,"In Boston, a disgraced journalist finds a series of divine miracles performed by a formerly deaf girl. His career returns, but a malevolent spirit awaits.",Evan Spiliotopoulos,"Jeffrey Dean Morgan,
Katie Aselton,
William Sadler",Joseph Bishara,
04/09/2021,Thunder Force,"In 2024, scientist Emily and longshoreman Lydia gain invisibility and super strength. They create a team to fight Miscreants and a mayoral candidate.",Ben Falcone,"Melissa McCarthy,
Octavia Spencer,
Bobby Cannavale",Fil Eisler,
04/23/2021,Mortal Kombat,"A washed-up MMA fighter, worried for his family's safety, seeks out a group of great fighters chosen to defend Earth against Outworld's champions.",Simon McQuoid,"Lewis Tan,
Jessica McNamee,
Josh Lawson",Benjamin Wallfisch,
04/23/2021,The Mitchells vs. the Machines,"Technophobic Rick takes his daughter Katie, wife Linda, son Aaron, and dog Monchi on a road trip to college but instead defeat PAL's robot uprising.",Mike Rianda,"Abbi Jacobson,
Danny McBride,
Maya Rudolph",Mark Mothersbaugh,
04/29/2021,Things Heard & Seen,"In 1980, Catherine relocates to the Hudson Valley and begins to suspect her marriage has a sinister darkness, one that rivals her new home's history.","Shari Springer Berman,
Robert Pulcini","Amanda Seyfried,
James Norton,
Natalia Dyer",Peter Raeburn,
04/30/2021,Without Remorse,Elite Navy SEAL John Kelly sets out on a path of revenge after his pregnant wife and unit members are killed by Russian hitmen. He assists the CIA.,Stefano Sollima,"Michael B. Jordan,
Jamie Bell,
Jodie Turner-Smith",Jónsi,
05/07/2021,Monster,"In Harlem, smart 17-year-old film student Steve's world comes crashing down when he is charged with a murder. He endures a complex legal battle.",Anthony Mandler,"Kelvin Harrison Jr.,
Jennifer Ehle,
Tim Blake Nelson",Harvey Mason Jr.,
05/07/2021,Wrath of Man,H is a cold cash truck driver who moves hundreds of millions of dollars around L.A. each week. He seeks revenge on robbers who murdered his son.,Guy Ritchie,"Jason Statham,
Holt McCallany,
Jeffrey Donovan",Chris Benstead,
05/14/2021,Army of the Dead,"Mercenary Scott forms a team for a job to recover $200 million from Bly's casino vault in Las Vegas. His daughter Kate joins, but Alpha zombies stalk.",Zack Snyder,"Dave Bautista,
Ella Purnell,
Omari Hardwick",Tom Holkenborg,
05/14/2021,Spiral,"In New York, working in the shadow of his father, a brash detective and his rookie partner lead an investigation into murder games involving officers.",Darren Lynn Bousman,"Chris Rock,
Max Minghella,
Marisol Nichols",Charlie Clouser,Saw 9
05/14/2021,The Woman in the Window,"In New York, agoraphobic child psychologist Amy starts spying on her new neighbors and witnesses a stabbing in their apartment. She is not believed.",Joe Wright,"Amy Adams,
Gary Oldman,
Anthony Mackie",Danny Elfman,
05/14/2021,Those Who Wish Me Dead,"In Montana, smokejumper Hannah helps Connor, an accountant's son with evidence against Arthur, avoid two assassins who later create a forest fire.",Taylor Sheridan,"Angelina Jolie,
Finn Little,
Nicholas Hoult",Brian Tyler,
05/28/2021,A Quiet Place Part II,"The Abbott family reconnect with cynical Emmett, who takes them to his hideout. They plan to use a radio tower broadcast and meet a survivor colony.",John Krasinski,"Emily Blunt,
Cillian Murphy,
Millicent Simmonds",Marco Beltrami,
05/28/2021,Cruella,"In 1970s London, fashion designer Estella Miller plans to steal a necklace of the Baroness, whose Dalmatians killed her mother, using an alter ego.",Craig Gillespie,"Emma Stone,
Emma Thompson,
Joel Fry",Nicholas Britell,
05/28/2021,Plan B,"In South Dakota, Sunny throws a party with friend Lupe without telling her mother. A pharmacy does not give them a pill, so they journey to Rapid City.",Natalie Morales,"Victoria Moroles,
Kuhoo Verma,
Michael Provost",Isabella Manfredi,
